"symbol","company_name","challenge_name","ticker","exchange","quote_currency","currency","quote_scale","sector","industry","challenge_sector","market_cap","market_cap_currency","market_cap_date","market_cap_date_basis","market_cap_precision","retrieved_date","listing_status","flags","notes","alternative_symbols","source_row","quote_url","listing_source_url","classification_source_url","market_cap_source_url","supplemental_source_url"
"KBC.BR","KBC Group NV","KBC","KBC","Euronext Brussels","EUR","EUR","1","Financial Services","Banks - Regional","Finance","51970000000","EUR","2026-09-16","retrieval date of daily exchange list","rounded source display","2026-09-16","company matched to selected lookup listing","rounded-cap","","","300","https://finance.yahoo.com/quote/KBC.BR/","https://finance.yahoo.com/quote/KBC.BR/","https://finance.yahoo.com/quote/KBC.BR/","https://stockanalysis.com/list/euronext-brussels/",""
"KEEL","Keel Infrastructure Corp.","Keel Infrastructure Group","KEEL","Nasdaq Global Market","USD","USD","1","Technology","Information Technology Services","Industrie","2099748864","USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","Keel Infrastructure is the successor to Bitfarms; current Nasdaq ticker KEEL.","","302","https://finance.yahoo.com/quote/KEEL/","https://finance.yahoo.com/quote/KEEL/","https://finance.yahoo.com/quote/KEEL/","https://finance.yahoo.com/quote/KEEL/","https://ir.keelinfra.com/faq"
"KENDR.AS","Kendrion N.V.","KENDRION N.V.","KENDR","Euronext Amsterdam","EUR","EUR","1","Industrials","Specialty Industrial Machinery","Industrie","287680000","EUR","2026-09-16","retrieval date of daily exchange list","rounded source display","2026-09-16","company matched to selected lookup listing","rounded-cap","","","303","https://finance.yahoo.com/quote/KENDR.AS/","https://finance.yahoo.com/quote/KENDR.AS/","https://finance.yahoo.com/quote/KENDR.AS/","https://stockanalysis.com/list/euronext-amsterdam/",""
"KER.PA","Kering SA","KERING","KER","Euronext Paris","EUR","EUR","1","Consumer Cyclical","Luxury Goods","Consommation discrétionnaire","29183168512","EUR","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","304","https://finance.yahoo.com/quote/KER.PA/","https://finance.yahoo.com/quote/KER.PA/","https://finance.yahoo.com/quote/KER.PA/","https://finance.yahoo.com/quote/KER.PA/",""
"KDP","Keurig Dr Pepper Inc.","Keurig Dr Pepper","KDP","Nasdaq Global Select Market","USD","USD","1","Consumer Defensive","Beverages - Non-Alcoholic","Biens de consommation courants","43274264576","USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","305","https://finance.yahoo.com/quote/KDP/","https://finance.yahoo.com/quote/KDP/","https://finance.yahoo.com/quote/KDP/","https://finance.yahoo.com/quote/KDP/",""
"KMB","Kimberly-Clark Corporation","Kimberly-Clark Corp","KMB","Nasdaq Global Select Market","USD","USD","1","Consumer Defensive","Household & Personal Products","Autres","32626003968","USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","306","https://finance.yahoo.com/quote/KMB/","https://finance.yahoo.com/quote/KMB/","https://finance.yahoo.com/quote/KMB/","https://finance.yahoo.com/quote/KMB/",""
"KIN.BR","Kinepolis Group NV","KINEPOLIS GROUP","KIN","Euronext Brussels","EUR","EUR","1","Communication Services","Entertainment","Consommation discrétionnaire","1310000000","EUR","2026-09-16","retrieval date of daily exchange list","rounded source display","2026-09-16","company matched to selected lookup listing","rounded-cap","","","307","https://finance.yahoo.com/quote/KIN.BR/","https://finance.yahoo.com/quote/KIN.BR/","https://finance.yahoo.com/quote/KIN.BR/","https://stockanalysis.com/list/euronext-brussels/",""
"KLAC","KLA Corporation","KLA Corp","KLAC","Nasdaq Global Select Market","USD","USD","1","Technology","Semiconductor Equipment & Materials","IT","218663682048","USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","308","https://finance.yahoo.com/quote/KLAC/","https://finance.yahoo.com/quote/KLAC/","https://finance.yahoo.com/quote/KLAC/","https://finance.yahoo.com/quote/KLAC/",""
"AD.AS","Koninklijke Ahold Delhaize N.V.","KONINKLIJKE AHOLD DELHAIZE N.V.","AD","Euronext Amsterdam","EUR","EUR","1","Consumer Defensive","Grocery Stores","Biens de consommation courants","28073973760","EUR","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","310","https://finance.yahoo.com/quote/AD.AS/","https://finance.yahoo.com/quote/AD.AS/","https://finance.yahoo.com/quote/AD.AS/","https://finance.yahoo.com/quote/AD.AS/",""
"BAMNB.AS","Koninklijke BAM Groep nv","Koninklijke BAM Groep N.V.","BAMNB","Euronext Amsterdam","EUR","EUR","1","Industrials","Engineering & Construction","Industrie","3033574400","EUR","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","311","https://finance.yahoo.com/quote/BAMNB.AS/","https://finance.yahoo.com/quote/BAMNB.AS/","https://query2.finance.yahoo.com/v1/finance/search?q=Koninklijke+BAM+Groep+N.V.&quotesCount=8&newsCount=0","https://finance.yahoo.com/quote/BAMNB.AS/",""
"HEIJM.AS","Koninklijke Heijmans N.V.","Koninklijke Heijmans N.V.","HEIJM","Euronext Amsterdam","EUR","EUR","1","Industrials","Engineering & Construction","Industrie","2400000000","EUR","2026-09-16","retrieval date of daily exchange list","rounded source display","2026-09-16","company matched to selected lookup listing","rounded-cap","","","312","https://stockanalysis.com/quote/ams/HEIJM/","https://query2.finance.yahoo.com/v8/finance/chart/HEIJM.AS?interval=1d&range=1d","https://query2.finance.yahoo.com/v1/finance/search?q=Koninklijke+Heijmans+N.V.&quotesCount=8&newsCount=0","https://stockanalysis.com/list/euronext-amsterdam/",""
"KPN.AS","Koninklijke KPN N.V.","KPN KON","KPN","Euronext Amsterdam","EUR","EUR","1","Communication Services","Telecom Services","Services publics","15895720960","EUR","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","314","https://finance.yahoo.com/quote/KPN.AS/","https://finance.yahoo.com/quote/KPN.AS/","https://query2.finance.yahoo.com/v1/finance/search?q=KPN+KON&quotesCount=8&newsCount=0","https://finance.yahoo.com/quote/KPN.AS/",""
"PHIA.AS","Koninklijke Philips N.V.","KON.PHILIPS N.V.","PHIA","Euronext Amsterdam","EUR","EUR","1","Healthcare","Medical Devices","Soins de santé","21200402432","EUR","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","309","https://finance.yahoo.com/quote/PHIA.AS/","https://finance.yahoo.com/quote/PHIA.AS/","https://query2.finance.yahoo.com/v1/finance/search?q=KON.PHILIPS+N.V.&quotesCount=8&newsCount=0","https://finance.yahoo.com/quote/PHIA.AS/",""
"VPK.AS","Koninklijke Vopak N.V.","VOPAK","VPK","Euronext Amsterdam","EUR","EUR","1","Energy","Oil & Gas Midstream","Énergie","5490000000","EUR","2026-09-16","retrieval date of daily exchange list","rounded source display","2026-09-16","company matched to selected lookup listing","rounded-cap","","","548","https://stockanalysis.com/quote/ams/VPK/","https://query2.finance.yahoo.com/v8/finance/chart/VPK.AS?interval=1d&range=1d","https://query2.finance.yahoo.com/v1/finance/search?q=VOPAK&quotesCount=8&newsCount=0","https://stockanalysis.com/list/euronext-amsterdam/",""
"AI.PA","L'Air Liquide S.A.","AIR LIQUIDE","AI","Euronext Paris","EUR","EUR","1","Basic Materials","Specialty Chemicals","Matériaux","106203242496","EUR","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","27","https://finance.yahoo.com/quote/AI.PA/","https://finance.yahoo.com/quote/AI.PA/","https://finance.yahoo.com/quote/AI.PA/","https://finance.yahoo.com/quote/AI.PA/",""
"OR.PA","L'Oréal S.A.","L'OREAL","OR","Euronext Paris","EUR","EUR","1","Consumer Defensive","Household & Personal Products","Biens de consommation courants","203418959872","EUR","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","316","https://finance.yahoo.com/quote/OR.PA/","https://finance.yahoo.com/quote/OR.PA/","https://finance.yahoo.com/quote/OR.PA/","https://finance.yahoo.com/quote/OR.PA/",""
"LHX","L3Harris Technologies, Inc.","L3Harris Technologies","LHX","NYSE","USD","USD","1","Industrials","Aerospace & Defense","Industrie","46691454976","USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","317","https://finance.yahoo.com/quote/LHX/","https://finance.yahoo.com/quote/LHX/","https://finance.yahoo.com/quote/LHX/","https://finance.yahoo.com/quote/LHX/",""
"LKFT.AS","Lakefront Biotherapeutics NV","Lakefront Biotherapeutics","LKFT","Euronext Amsterdam","EUR","EUR","1","Healthcare","Biotechnology","Soins de santé","1550000000","EUR","2026-09-16","retrieval date of daily exchange list","rounded source display","2026-09-16","company matched to selected lookup listing","rounded-cap","Formerly Galapagos (GLPG); renamed Lakefront Biotherapeutics (LKFT) in May 2026. Amsterdam ordinary shares selected.","","318","https://stockanalysis.com/quote/ams/LKFT/","https://query2.finance.yahoo.com/v8/finance/chart/LKFT.AS?interval=1d&range=1d","https://query2.finance.yahoo.com/v1/finance/search?q=Lakefront+Biotherapeutics&quotesCount=8&newsCount=0","https://stockanalysis.com/list/euronext-amsterdam/","https://lakefrontbio.com/press-releases/galapagos-reports-first-quarter-2026-financial-results-and-provides-business-update/"
"LRCX","Lam Research Corporation","Lam Research Corp","LRCX","Nasdaq Global Select Market","USD","USD","1","Technology","Semiconductor Equipment & Materials","IT","336893149184","USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","319","https://finance.yahoo.com/quote/LRCX/","https://finance.yahoo.com/quote/LRCX/","https://finance.yahoo.com/quote/LRCX/","https://finance.yahoo.com/quote/LRCX/",""
"LR.PA","Legrand SA","LEGRAND","LR","Euronext Paris","EUR","EUR","1","Industrials","Electrical Equipment & Parts","Industrie","35463970816","EUR","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","320","https://finance.yahoo.com/quote/LR.PA/","https://finance.yahoo.com/quote/LR.PA/","https://query2.finance.yahoo.com/v1/finance/search?q=LEGRAND&quotesCount=8&newsCount=0","https://finance.yahoo.com/quote/LR.PA/",""
"LIN","Linde plc","Linde plc","LIN","Nasdaq Global Select Market","USD","USD","1","Basic Materials","Specialty Chemicals","Matériaux","213014315008","USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","321","https://finance.yahoo.com/quote/LIN/","https://finance.yahoo.com/quote/LIN/","https://finance.yahoo.com/quote/LIN/","https://finance.yahoo.com/quote/LIN/",""
"LYV","Live Nation Entertainment, Inc.","Live Nation Entertainment","LYV","NYSE","USD","USD","1","Communication Services","Entertainment","Consommation discrétionnaire","39866359808","USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","322","https://finance.yahoo.com/quote/LYV/","https://finance.yahoo.com/quote/LYV/","https://finance.yahoo.com/quote/LYV/","https://finance.yahoo.com/quote/LYV/",""
"LMT","Lockheed Martin Corporation","Lockheed Martin Corp","LMT","NYSE","USD","USD","1","Industrials","Aerospace & Defense","Industrie","123992334336","USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","323","https://finance.yahoo.com/quote/LMT/","https://finance.yahoo.com/quote/LMT/","https://finance.yahoo.com/quote/LMT/","https://finance.yahoo.com/quote/LMT/",""
"LMP.L","LondonMetric Property Plc","LONDONMETRIC PROPERTY PLC","LMP","London Stock Exchange","GBp","GBP","0.01","Real Estate","REIT - Industrial","Immobilier","4340800512","GBP","2026-09-11","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","Quote currency is pence; market capitalization is in pounds (GBP).","","324","https://finance.yahoo.com/quote/LMP.L/","https://finance.yahoo.com/quote/LMP.L/","https://finance.yahoo.com/quote/LMP.L/","https://finance.yahoo.com/quote/LMP.L/",""
"LONN.SW","Lonza Group AG","LONZA GROUP AG","LONN","SIX Swiss Exchange","CHF","CHF","1","Healthcare","Diagnostics & Research","Soins de santé","37604134912","CHF","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","325","https://finance.yahoo.com/quote/LONN.SW/","https://finance.yahoo.com/quote/LONN.SW/","https://finance.yahoo.com/quote/LONN.SW/","https://finance.yahoo.com/quote/LONN.SW/",""
"LOTB.BR","Lotus Bakeries NV","LOTUS BAKERIES","LOTB","Euronext Brussels","EUR","EUR","1","Consumer Defensive","Packaged Foods","Biens de consommation courants","9870000000","EUR","2026-09-16","retrieval date of daily exchange list","rounded source display","2026-09-16","company matched to selected lookup listing","rounded-cap","","","326","https://stockanalysis.com/quote/ebr/LOTB/","https://query2.finance.yahoo.com/v8/finance/chart/LOTB.BR?interval=1d&range=1d","https://query2.finance.yahoo.com/v1/finance/search?q=LOTUS+BAKERIES&quotesCount=8&newsCount=0","https://stockanalysis.com/list/euronext-brussels/",""
"LOW","Lowe's Companies, Inc.","Lowe's Companies","LOW","NYSE","USD","USD","1","Consumer Cyclical","Home Improvement Retail","Consommation discrétionnaire","108900589568","USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","327","https://finance.yahoo.com/quote/LOW/","https://finance.yahoo.com/quote/LOW/","https://finance.yahoo.com/quote/LOW/","https://finance.yahoo.com/quote/LOW/",""
"LULU","lululemon athletica inc.","lululemon athletica","LULU","Nasdaq Global Select Market","USD","USD","1","Consumer Cyclical","Apparel Retail","Consommation discrétionnaire","10625948672","USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","328","https://finance.yahoo.com/quote/LULU/","https://finance.yahoo.com/quote/LULU/","https://finance.yahoo.com/quote/LULU/","https://finance.yahoo.com/quote/LULU/",""
"MC.PA","LVMH Moët Hennessy - Louis Vuitton, Société Européenne","LVMH","MC","Euronext Paris","EUR","EUR","1","Consumer Cyclical","Luxury Goods","Consommation discrétionnaire","202584064000","EUR","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","329","https://finance.yahoo.com/quote/MC.PA/","https://finance.yahoo.com/quote/MC.PA/","https://finance.yahoo.com/quote/MC.PA/","https://finance.yahoo.com/quote/MC.PA/",""
"LYB","LyondellBasell Industries N.V.","LyondellBasell Industries NV","LYB","NYSE","USD","USD","1","Basic Materials","Specialty Chemicals","Matériaux","20965163008","USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","330","https://finance.yahoo.com/quote/LYB/","https://finance.yahoo.com/quote/LYB/","https://finance.yahoo.com/quote/LYB/","https://finance.yahoo.com/quote/LYB/",""
"MNG.L","M&G plc","M&G PLC","MNG","London Stock Exchange","GBp","GBP","0.01","Financial Services","Asset Management","Finance","7940000000","GBP","2026-09-16","quote date shown by market-cap source","rounded source display","2026-09-16","company matched to selected lookup listing","rounded-cap","Quote currency is pence; market capitalization is in pounds (GBP).","","331","https://finance.yahoo.com/quote/MNG.L/","https://finance.yahoo.com/quote/MNG.L/","https://finance.yahoo.com/quote/MNG.L/","https://stockanalysis.com/quote/lon/MNG/",""
"MARA","MARA Holdings, Inc.","MARA holdings Inc","MARA","Nasdaq Capital Market","USD","USD","1","Financial Services","Capital Markets","IT","4264744192","USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","332","https://finance.yahoo.com/quote/MARA/","https://finance.yahoo.com/quote/MARA/","https://finance.yahoo.com/quote/MARA/","https://finance.yahoo.com/quote/MARA/",""
"MAR","Marriott International, Inc.","Marriott International","MAR","Nasdaq Global Select Market","USD","USD","1","Consumer Cyclical","Lodging","Consommation discrétionnaire","87348887552","USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","333","https://finance.yahoo.com/quote/MAR/","https://finance.yahoo.com/quote/MAR/","https://finance.yahoo.com/quote/MAR/","https://finance.yahoo.com/quote/MAR/",""
"MRSH","Marsh & McLennan Companies, Inc.","Marsh & McLennan Companies","MRSH","NYSE","USD","USD","1","Financial Services","Insurance Brokers","Finance","84351860736","USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","Current ticker MRSH, replacing MMC from 2026-01-14.","","334","https://finance.yahoo.com/quote/MRSH/","https://finance.yahoo.com/quote/MRSH/","https://finance.yahoo.com/quote/MRSH/","https://finance.yahoo.com/quote/MRSH/","https://www.marsh.com/en/corp/about/news/marsh-mclennan-to-change-nyse-symbol-to-mrsh.html"
"MRVL","Marvell Technology, Inc.","Marvell Technology","MRVL","Nasdaq Global Select Market","USD","USD","1","Technology","Semiconductors","IT","206441447424","USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","335","https://finance.yahoo.com/quote/MRVL/","https://finance.yahoo.com/quote/MRVL/","https://finance.yahoo.com/quote/MRVL/","https://finance.yahoo.com/quote/MRVL/",""
"MTCH","Match Group, Inc.","Match Group","MTCH","Nasdaq Global Select Market","USD","USD","1","Communication Services","Internet Content & Information","Consommation discrétionnaire","10165755904","USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","336","https://finance.yahoo.com/quote/MTCH/","https://finance.yahoo.com/quote/MTCH/","https://query2.finance.yahoo.com/v1/finance/search?q=Match+Group&quotesCount=8&newsCount=0","https://finance.yahoo.com/quote/MTCH/",""
"MCD","McDonald's Corporation","McDonald's Corp","MCD","NYSE","USD","USD","1","Consumer Cyclical","Restaurants","Consommation discrétionnaire","175891382272","USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","337","https://finance.yahoo.com/quote/MCD/","https://finance.yahoo.com/quote/MCD/","https://finance.yahoo.com/quote/MCD/","https://finance.yahoo.com/quote/MCD/",""
"MCK","McKesson Corporation","McKesson Corp","MCK","NYSE","USD","USD","1","Healthcare","Medical Distribution","Soins de santé","103449460736","USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","338","https://finance.yahoo.com/quote/MCK/","https://finance.yahoo.com/quote/MCK/","https://finance.yahoo.com/quote/MCK/","https://finance.yahoo.com/quote/MCK/",""
"MDXH","MDxHealth SA","MDxHealth SA","MDXH","Nasdaq Capital Market","USD","USD","1","Healthcare","Diagnostics & Research","Soins de santé","64950612","USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","339","https://finance.yahoo.com/quote/MDXH/","https://finance.yahoo.com/quote/MDXH/","https://finance.yahoo.com/quote/MDXH/","https://finance.yahoo.com/quote/MDXH/",""
"MDT","Medtronic plc","Medtronic plc","MDT","NYSE","USD","USD","1","Healthcare","Medical Devices","Soins de santé","118448168960","USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","340","https://finance.yahoo.com/quote/MDT/","https://finance.yahoo.com/quote/MDT/","https://finance.yahoo.com/quote/MDT/","https://finance.yahoo.com/quote/MDT/",""
"MELE.BR","Melexis NV","MELEXIS","MELE","Euronext Brussels","EUR","EUR","1","Technology","Semiconductors","IT","2557549568","EUR","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","341","https://finance.yahoo.com/quote/MELE.BR/","https://finance.yahoo.com/quote/MELE.BR/","https://finance.yahoo.com/quote/MELE.BR/","https://finance.yahoo.com/quote/MELE.BR/",""
"MELI","MercadoLibre, Inc.","MercadoLibre","MELI","Nasdaq Global Select Market","USD","USD","1","Consumer Cyclical","Internet Retail","Consommation discrétionnaire","93267410944","USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","342","https://finance.yahoo.com/quote/MELI/","https://finance.yahoo.com/quote/MELI/","https://finance.yahoo.com/quote/MELI/","https://finance.yahoo.com/quote/MELI/",""
"MBG.DE","Mercedes-Benz Group AG","MERCEDES-BENZ GROUP AG","MBG","Xetra","EUR","EUR","1","Consumer Cyclical","Auto Manufacturers","Consommation discrétionnaire","43429285888","EUR","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","343","https://finance.yahoo.com/quote/MBG.DE/","https://finance.yahoo.com/quote/MBG.DE/","https://finance.yahoo.com/quote/MBG.DE/","https://finance.yahoo.com/quote/MBG.DE/",""
"MRK","Merck & Co., Inc.","Merck & Co","MRK","NYSE","USD","USD","1","Healthcare","Drug Manufacturers - General","Soins de santé","357517852672","USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","344","https://finance.yahoo.com/quote/MRK/","https://finance.yahoo.com/quote/MRK/","https://finance.yahoo.com/quote/MRK/","https://finance.yahoo.com/quote/MRK/",""
"META","Meta Platforms, Inc.","Meta Platforms","META","Nasdaq Global Select Market","USD","USD","1","Communication Services","Internet Content & Information","IT","1715261407232","USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","345","https://finance.yahoo.com/quote/META/","https://finance.yahoo.com/quote/META/","https://finance.yahoo.com/quote/META/","https://finance.yahoo.com/quote/META/",""
"MET","MetLife, Inc.","MetLife","MET","NYSE","USD","USD","1","Financial Services","Insurance - Life","Finance","61787422720","USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","346","https://finance.yahoo.com/quote/MET/","https://finance.yahoo.com/quote/MET/","https://finance.yahoo.com/quote/MET/","https://finance.yahoo.com/quote/MET/",""
"MCHP","Microchip Technology Incorporated","Microchip Technology","MCHP","Nasdaq Global Select Market","USD","USD","1","Technology","Semiconductors","IT","37787975680","USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","348","https://finance.yahoo.com/quote/MCHP/","https://finance.yahoo.com/quote/MCHP/","https://finance.yahoo.com/quote/MCHP/","https://finance.yahoo.com/quote/MCHP/",""
"MU","Micron Technology, Inc.","Micron Technology","MU","Nasdaq Global Select Market","USD","USD","1","Technology","Semiconductors","IT","1046439198720","USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","349","https://finance.yahoo.com/quote/MU/","https://finance.yahoo.com/quote/MU/","https://finance.yahoo.com/quote/MU/","https://finance.yahoo.com/quote/MU/",""
"MSFT","Microsoft Corporation","Microsoft Corp","MSFT","Nasdaq Global Select Market","USD","USD","1","Technology","Software - Infrastructure","IT","3640745000960","USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","350","https://finance.yahoo.com/quote/MSFT/","https://finance.yahoo.com/quote/MSFT/","https://finance.yahoo.com/quote/MSFT/","https://finance.yahoo.com/quote/MSFT/",""
"NEDSE.AS","MKB Nedsense N.V.","MKB Nedsense N.V.","NEDSE","Euronext Amsterdam","EUR","EUR","1","Financial Services","Asset Management","Autres","8100000","EUR","2026-09-16","retrieval date of daily exchange list","rounded source display","2026-09-16","company matched to selected lookup listing","rounded-cap","","","352","https://stockanalysis.com/quote/ams/NEDSE/","https://query2.finance.yahoo.com/v8/finance/chart/NEDSE.AS?interval=1d&range=1d","https://query2.finance.yahoo.com/v1/finance/search?q=MKB+Nedsense+N.V.&quotesCount=8&newsCount=0","https://stockanalysis.com/list/euronext-amsterdam/",""
"MRNA","Moderna, Inc.","Moderna","MRNA","Nasdaq Global Select Market","USD","USD","1","Healthcare","Biotechnology","Soins de santé","58136731648","USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","353","https://finance.yahoo.com/quote/MRNA/","https://finance.yahoo.com/quote/MRNA/","https://finance.yahoo.com/quote/MRNA/","https://finance.yahoo.com/quote/MRNA/",""
"MDLZ","Mondelez International, Inc.","Mondelez International","MDLZ","Nasdaq Global Select Market","USD","USD","1","Consumer Defensive","Confectioners","Biens de consommation courants","79590572032","USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","354","https://finance.yahoo.com/quote/MDLZ/","https://finance.yahoo.com/quote/MDLZ/","https://finance.yahoo.com/quote/MDLZ/","https://finance.yahoo.com/quote/MDLZ/",""
"MNDI.L","Mondi plc","MONDI PLC","MNDI","London Stock Exchange","GBp","GBP","0.01","Basic Materials","Paper & Paper Products","Matériaux","3693886208","GBP","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","Quote currency is pence; market capitalization is in pounds (GBP).","","355","https://finance.yahoo.com/quote/MNDI.L/","https://finance.yahoo.com/quote/MNDI.L/","https://finance.yahoo.com/quote/MNDI.L/","https://finance.yahoo.com/quote/MNDI.L/",""
"MDB","MongoDB, Inc.","MongoDB","MDB","Nasdaq Global Market","USD","USD","1","Technology","Software - Infrastructure","IT","30269751296","USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","356","https://finance.yahoo.com/quote/MDB/","https://finance.yahoo.com/quote/MDB/","https://finance.yahoo.com/quote/MDB/","https://finance.yahoo.com/quote/MDB/",""
"MPWR","Monolithic Power Systems, Inc.","Monolithic Power Systems","MPWR","Nasdaq Global Select Market","USD","USD","1","Technology","Semiconductors","IT","56396996608","USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","357","https://finance.yahoo.com/quote/MPWR/","https://finance.yahoo.com/quote/MPWR/","https://finance.yahoo.com/quote/MPWR/","https://finance.yahoo.com/quote/MPWR/",""
"MNST","Monster Beverage Corporation","Monster Beverage Corp","MNST","Nasdaq Global Select Market","USD","USD","1","Consumer Defensive","Beverages - Non-Alcoholic","Biens de consommation courants","87314939904","USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","358","https://finance.yahoo.com/quote/MNST/","https://finance.yahoo.com/quote/MNST/","https://finance.yahoo.com/quote/MNST/","https://finance.yahoo.com/quote/MNST/",""
"MONT.BR","Montea Comm. VA","MONTEA NV","MONT","Euronext Brussels","EUR","EUR","1","Real Estate","REIT - Industrial","Immobilier","1460000000","EUR","2026-09-16","retrieval date of daily exchange list","rounded source display","2026-09-16","company matched to selected lookup listing","rounded-cap","","","359","https://finance.yahoo.com/quote/MONT.BR/","https://finance.yahoo.com/quote/MONT.BR/","https://finance.yahoo.com/quote/MONT.BR/","https://stockanalysis.com/list/euronext-brussels/",""
"MCO","Moody's Corporation","Moody's Corp","MCO","NYSE","USD","USD","1","Financial Services","Financial Data & Stock Exchanges","Finance","80581115904","USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","360","https://finance.yahoo.com/quote/MCO/","https://finance.yahoo.com/quote/MCO/","https://finance.yahoo.com/quote/MCO/","https://finance.yahoo.com/quote/MCO/",""
"MOG-A","Moog Inc.","Moog","MOG.A","NYSE","USD","USD","1","Industrials","Aerospace & Defense","Industrie","11392119808","USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","share class not confirmed","share-class","Class A shares selected; Class B MOG-B also exists. Challenge share class not confirmed.","MOG-B","361","https://finance.yahoo.com/quote/MOG-A/","https://finance.yahoo.com/quote/MOG-A/","https://finance.yahoo.com/quote/MOG-A/","https://finance.yahoo.com/quote/MOG-A/",""
